category_id	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	five_star	four_star	three_star	two_star	one_star	flash_sale	upcoming_flash_sale	price_min	price_min_before_discount	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	historical_sold
8947	Áo thun phông Unisex nam nữ 2 màu Trắng Đen tay ngắn cổ tròn dáng ôm phối cực cá tính - V107	TP. Hồ Chí Minh	1607316973.0	1609949428.0	2632455.0	True	39%	False	8.0	False	5.0	4.0	0.0	0.0	0.0	0.0	None	None	14900000000.0	24500000000.0	14900000000.0	24500000000.0	14900000000.0	24500000000.0	None	7.0	1048.0	4.0	True	False	8.0	0.0	18.0
8947	Áo Thun Trơn Nam [FREESHIP] Áo phông nam tay ngắn 100% cotton Trắng Đen dáng ôm vừa vặn AT01	TP. Hồ Chí Minh	1596338054.0	1609949428.0	13611374.0	True	49%	False	35.0	False	4.947977	166.0	5.0	2.0	0.0	0.0	None	None	10900000000.0	10900000000.0	10900000000.0	21500000000.0	10900000000.0	10900000000.0	None	109.0	10540.0	173.0	True	False	9.0	0.0	526.0
8947	[SALE 50%] - Áo Thun Nam Cổ Tròn Cao Cấp ( nhiều màu) Tay Ngắn, chất cotton bề mặt vải mềm Mịn cực hot	TP. Hồ Chí Minh	1603987674.0	1609949428.0	5961754.0	True	50%	False	48.0	False	4.885417	89.0	4.0	2.0	1.0	0.0	None	None	4950000000.0	9900000000.0	4950000000.0	9900000000.0	4950000000.0	9900000000.0	None	25.0	4025.0	96.0	True	False	9.0	0.0	431.0
8947	Áo thun nam unisex 100% cotton basic Trắng Đen áo phông co giãn cao cấp dáng rộng dễ phối đồ - V69	TP. Hồ Chí Minh	1596082707.0	1609949428.0	13866721.0	True	39%	False	8.0	False	5.0	66.0	0.0	0.0	0.0	0.0	None	None	14900000000.0	24500000000.0	14900000000.0	24500000000.0	14900000000.0	24500000000.0	None	85.0	4551.0	66.0	True	False	7.0	0.0	141.0
8947	🔥XẢ HÀNG🔥 Áo đôi - áo cặp nam nữ dễ thương cực HOT	Hà Nội	1590391265.0	1609949428.0	19558163.0	False	None	False	10.0	False	4.6875	27.0	1.0	3.0	1.0	0.0	None	None	7200000000.0	-1.0	7200000000.0	-1.0	7200000000.0	0.0	None	128.0	3613.0	32.0	False	False	1.0	0.0	158.0
8947	Áo Thun Nam Không Tay Chất Liệu Mau Khô Phong Cách Hàn Quốc Áo Ngắn Sleeveless áo ba lỗ croptop Thời trang nam	Nước ngoài	1590547102.0	1609949428.0	19402326.0	False	29%	False	10.0	False	4.655172	25.0	1.0	1.0	1.0	1.0	None	None	5000000000.0	7000000000.0	5000000000.0	7000000000.0	5000000000.0	7000000000.0	None	37.0	402.0	29.0	False	False	9.0	0.0	70.0
8947	Áo Phông Thời Trang Nam	Bình Định	1557082427.0	1609949428.0	52867001.0	False	None	False	7.0	False	5.0	2.0	0.0	0.0	0.0	0.0	None	None	9800000000.0	-1.0	9800000000.0	-1.0	9800000000.0	0.0	None	1243.0	27.0	2.0	False	True	4.0	0.0	2.0
8947	Áo thun lạnh cổ tròn nam thời trang nam 036, phom 40-75kg.	Hà Nội	1591847956.0	1609949428.0	18101472.0	True	17%	False	15.0	False	4.94152	167.0	4.0	1.0	0.0	1.0	None	None	2900000000.0	3500000000.0	2900000000.0	3500000000.0	2900000000.0	3500000000.0	None	28.0	1077.0	173.0	True	False	9.0	0.0	350.0
8947	Áo thun nam đẹp ngắn tay thời trang nam thiết kế cao cấp Liyor - AB023	TP. Hồ Chí Minh	1564976068.0	1609949428.0	44973360.0	True	47%	False	20.0	False	4.864407	56.0	1.0	0.0	1.0	1.0	None	None	8490000000.0	16000000000.0	8490000000.0	16000000000.0	8490000000.0	16000000000.0	None	6471.0	198.0	59.0	True	True	5.0	1.0	124.0
8947	Áo thun nam FREESHIP áo phông cổ tròn thun cotton cao cấp thời trang nam Liyor - TBDACT4016	TP. Hồ Chí Minh	1562678957.0	1609949428.0	47270471.0	True	45%	False	20.0	False	4.9259260000000005	26.0	0.0	1.0	0.0	0.0	None	None	9380000000.0	17000000000.0	9380000000.0	17000000000.0	9380000000.0	17000000000.0	None	8015.0	112.0	27.0	True	True	6.0	1.0	65.0
8947	thời trang nam ÁO THUN CỔ TRÒN NGẮN TAY CAO CẤP	Hà Nội	1585651573.0	1609949428.0	24297855.0	False	None	False	3.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	1000000000.0	-1.0	5000000000.0	-1.0	1000000000.0	0.0	None	0.0	6.0	1.0	False	False	1.0	0.0	13.0
8947	[Nhiều Màu] Áo Thun Thời Trang Nam Áo Phông nam Cổ Tròn Ngắn Tay VNXK Cao Cấp TUTO5_AT02	Hà Nội	1603527281.0	1609949428.0	6422147.0	True	30%	False	33.0	False	5.0	6.0	0.0	0.0	0.0	0.0	None	None	17500000000.0	25000000000.0	17500000000.0	25000000000.0	17500000000.0	25000000000.0	None	32.0	120.0	6.0	False	False	9.0	0.0	27.0
8947	⚡Rẻ vô đich ⚡Áo thun unisex | áo in hình chữ Tàu thời trang nam đẹp giá rẻ	Hà Nội	1580560305.0	1609949428.0	29389123.0	False	None	False	5.0	False	4.857143	6.0	1.0	0.0	0.0	0.0	None	None	7900000000.0	-1.0	7900000000.0	-1.0	7900000000.0	0.0	None	16.0	255.0	7.0	False	True	1.0	0.0	15.0
8947	🔥HOT🔥 áo phông Naruto in hình đẹp ⚡Áo Sasuke Uchiha đẹp giá rẻ thời trang nam	Hà Nội	1581416958.0	1609949428.0	28532470.0	False	None	False	5.0	False	4.25	2.0	1.0	1.0	0.0	0.0	None	None	7900000000.0	-1.0	7900000000.0	-1.0	7900000000.0	0.0	None	6.0	95.0	4.0	False	True	1.0	0.0	18.0
8947	[HÀNG MỚI NHẤT] _ Áo thun thời trang nam cổ tròn vân B2, phom 40-75kg	Hà Nội	1583199037.0	1609949428.0	26750391.0	True	30%	False	21.0	False	4.5	7.0	2.0	0.0	1.0	0.0	None	None	6900000000.0	9900000000.0	6900000000.0	9900000000.0	6900000000.0	9900000000.0	None	3.0	95.0	10.0	True	True	9.0	0.0	28.0
8947	[FREESHIP COD ]Áo Phông Thời Trang Nam PD1 ,2 Màu Đen-Trắng	Hà Nội	1597195407.0	1609949428.0	12754021.0	False	None	False	14.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	17900000000.0	-1.0	17900000000.0	-1.0	17900000000.0	0.0	None	0.0	0.0	1.0	False	False	5.0	0.0	52.0
8947	[FREESHIP COD ]ÁO Thun Thời Trang Nam Cổ Tròn PFAM1 ,2 Màu Đen- Trắng	Hà Nội	1597195530.0	1609949428.0	12753898.0	False	None	False	14.0	False	5.0	1.0	0.0	0.0	0.0	0.0	None	None	17900000000.0	-1.0	17900000000.0	-1.0	17900000000.0	0.0	None	0.0	0.0	1.0	False	False	5.0	0.0	43.0
8947	Áo thun in chữ công nghệ cao thời trang nam phom 40-80kg kynn shop	Hà Nội	1572840338.0	1609949428.0	37109090.0	True	43%	False	12.0	False	4.904458999999999	298.0	8.0	5.0	0.0	3.0	None	None	6900000000.0	12000000000.0	6900000000.0	12000000000.0	6900000000.0	12000000000.0	None	129.0	188.0	314.0	True	True	5.0	0.0	643.0
8947	[SALE GIÁ GỐC] 🔥FLASH SALE🔥 Áo thun Marine hải quân One Piece đep thời trang nam giá rẻ	Hà Nội	1598031622.0	1609949428.0	11917806.0	False	None	False	1.0	False	0.0	0.0	0.0	0.0	0.0	0.0	None	None	8800000000.0	-1.0	8800000000.0	-1.0	8800000000.0	0.0	None	0.0	14.0	0.0	False	False	1.0	0.0	1.0
8947	Áo phông cổ tròn thiết kế cao cấp thời trang nam Liyor - TAB062	TP. Hồ Chí Minh	1553157163.0	1609949428.0	56792265.0	True	29%	False	12.0	False	5.0	26.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	14000000000.0	9900000000.0	14000000000.0	9900000000.0	14000000000.0	None	1084.0	103.0	26.0	True	True	5.0	1.0	62.0
8947	Áo thun thời trang nam A37, phom 40-80kg	Hà Nội	1584896229.0	1609949428.0	25053199.0	True	46%	False	24.0	False	4.868132	86.0	2.0	1.0	0.0	2.0	None	None	5900000000.0	10900000000.0	5900000000.0	10900000000.0	5900000000.0	10900000000.0	None	28.0	158.0	91.0	False	True	9.0	0.0	201.0
8947	Áo thun thời trang nam chất liệu vải thun lỗ kim thoáng mát, Mã 30	Hà Nội	1579827908.0	1609949428.0	30121520.0	True	38%	False	12.0	False	5.0	6.0	0.0	0.0	0.0	0.0	None	None	9900000000.0	15900000000.0	9900000000.0	15900000000.0	9900000000.0	15900000000.0	None	77.0	19.0	6.0	False	False	9.0	0.0	13.0
8947	Áo thun nam cổ tròn in hình độc đáo chất liệu thun cotton cao cấp thời trang nam Liyor - TATCT3004	TP. Hồ Chí Minh	1568228710.0	1609949428.0	41720718.0	True	34%	False	12.0	False	4.923076999999998	12.0	1.0	0.0	0.0	0.0	None	None	9900000000.0	15000000000.0	9900000000.0	15000000000.0	9900000000.0	15000000000.0	None	4858.0	79.0	13.0	True	True	4.0	1.0	32.0
8947	korean idol nct iKON wanna one  super junior thời trang nam siêu trẻ giả hai T  áo thun nam  T-shirt  fake two shirt man	Nước ngoài	1563176359.0	1609949428.0	46773069.0	False	50%	False	50.0	False	4.0	3.0	1.0	0.0	0.0	1.0	None	None	10000000000.0	20000000000.0	10000000000.0	20000000000.0	10000000000.0	20000000000.0	None	38.0	52.0	5.0	False	False	8.0	0.0	14.0
8947	Áo phông thiết kế chữ độc đáo thời trang nam Liyor - TDATCT4001	TP. Hồ Chí Minh	1554648694.0	1609949428.0	55300734.0	True	39%	False	20.0	False	5.0	27.0	0.0	0.0	0.0	0.0	None	None	11500000000.0	19000000000.0	11500000000.0	19000000000.0	11500000000.0	19000000000.0	None	2997.0	103.0	27.0	True	True	5.0	1.0	62.0
8947	[QUÀ TĂNG]_ Áo thun cộc tay AD01 thời trang nam, chất liệu thun lạnh co giãn 4 chiều	Hà Nội	1591350517.0	1609949428.0	18598911.0	True	17%	False	12.0	False	4.883495	100.0	5.0	0.0	1.0	1.0	None	None	2900000000.0	3500000000.0	2900000000.0	3500000000.0	2900000000.0	3500000000.0	None	21.0	297.0	107.0	True	False	9.0	0.0	242.0
