	name	shop_location	item_public_time	item_be_got_time	sell_time	shopee_verified	discount	is_adult	options	show_official_shop_label_in_title	rating_star	rating_count	flash_sale	upcoming_flash_sale	price_min	price_min_before_discoun	price_max	price_max_before_discount	price	price_before_discount	coin_earn_label	liked_count	view_count	cmt_count	is_preferred_plus_seller	show_free_shipping	images	video_info_list	sold	historical_sold
0	[FREESHIP-HÀNG ĐẸP]Áo gió - Áo gió nam đẹp - Chất liệu poly chống nước, chống gió cực tốt, phù hợp đi đường dài	Hà Nội	1603690408	1609771212	6080804	False	34%	False	16	False	4.84375	[32, 1, 0, 0, 1, 30]	None	None	21000000000	32000000000	21000000000	32000000000	21000000000	32000000000	None	12	726	32	False	False	4	0	80	329
1	Áo chống nắng nam 2020, Chất Vải kim cương sần Siêu Mát, logo thêu chữ	Hà Nội	1593582384	1609771212	16188828	True	44%	False	36	False	4.883008	[719, 4, 3, 12, 38, 662]	None	None	13900000000	24900000000	13900000000	24900000000	13900000000	24900000000	None	233	7343	719	False	True	9	1	311	2171
2	[MÃ GIẢM GIÁ 20K] Áo Khoác Nam Da Lộn Được Yêu Thích Nhất 2020	Hà Nội	1605514797	1609771212	4256415	False	39%	False	12	False	4.8125	[144, 3, 0, 4, 7, 130]	None	None	36600000000	60000000000	36600000000	60000000000	36600000000	60000000000	None	303	46025	144	False	False	5	1	229	369
3	[Video] Áo Nỉ Nam Thu Đông Freesize Cao Cấp Dưới 68kg Mặc Vừa	Hà Nội	1604312284	1609771212	5458928	True	3%	False	6	False	4.309353	[139, 12, 7, 5, 17, 98]	None	None	17500000000	18000000000	17500000000	18000000000	17500000000	18000000000	None	387	64191	139	False	True	9	1	1298	2958
4	Áo gió lông cừu nam nhẹ chống nước, khoác dù ấm thời trang Hàn Quốc DRAWWIND V480	Hà Nội	1605256508	1609771212	4514704	True	49%	False	24	False	5.0	[61, 0, 0, 0, 0, 61]	None	None	17900000000	30000000000	17900000000	35000000000	17900000000	30000000000	None	18	2006	61	False	False	7	0	76	78
5	thời trang nam	TP. Hồ Chí Minh	1606388518	1609771212	3382694	True	None	False	1	False	5.0	[3, 0, 0, 0, 0, 3]	None	None	100000000000	-1	100000000000	-1	100000000000	0	None	0	47	3	False	False	1	0	3	3
6	Áo Khoác Bóng Chày Phong Cách Hip Hop Thời Trang Nam	Nước ngoài	1606797976	1609771212	2973236	True	33%	False	8	False	4.4	[20, 1, 0, 3, 2, 14]	None	None	24800000000	36900000000	24800000000	36900000000	24800000000	36900000000	None	258	16917	20	False	False	9	0	42	44
7	[Xả Lỗ] Áo Khoác Len Dạ Kiểu Vest Cao Cấp, Áo Khoác Măng Tô Thời Trang Nam 2020 - thienvuongshop	Hà Nội	1568111234	1609771212	41659978	False	49%	False	40	False	4.823529	[17, 0, 0, 0, 3, 14]	None	None	29900000000	29900000000	31110000000	61000000000	29900000000	29900000000	None	32	2767	17	False	False	7	0	25	29
8	Áo Khoác Bóng Chày Thời Trang Nam Phong Cách Hàn Quốc	Nước ngoài	1602493868	1609771212	7277344	False	40%	False	16	False	3.888889	[9, 2, 0, 1, 0, 6]	None	None	18580800000	30968000000	18580800000	30968000000	18580800000	30968000000	None	83	3392	9	False	False	9	0	15	32
9	[ Bán Sỉ ] Áo Phao Nam 3 Lớp Khóa Mũ Thời Trang Nam HOAITHU	Hà Nam	1602815623	1609771212	6955589	False	38%	False	12	False	4.533333	[15, 1, 0, 1, 1, 12]	None	None	7400000000	11900000000	15500000000	25000000000	7400000000	11900000000	None	12	2308	15	False	False	6	0	31	45
10	Áo gió thời trang nam	Hà Nội	1589343244	1609771212	20427968	False	None	False	12	False	3.777778	[18, 4, 0, 1, 4, 9]	None	None	8900000000	-1	8900000000	-1	8900000000	0	None	9	10	18	False	True	4	0	0	44
11	Áo Phao Nam 3 Lớp Khóa Mũ Thời Trang Nam	Hà Nam	1602782894	1609771212	6988318	False	31%	False	16	False	4.827731	[238, 2, 1, 8, 14, 213]	None	None	17200000000	25000000000	17200000000	25000000000	17200000000	25000000000	None	145	18731	238	False	False	7	0	319	553
12	Áo khoác jean nam 2 màu đen trắng phong cách thời trang nam mẫu mới 2020	TP. Hồ Chí Minh	1594088953	1609771212	15682259	False	38%	False	5	False	5.0	[12, 0, 0, 0, 0, 12]	None	None	4725000000	6750000000	19500000000	31500000000	4725000000	6750000000	None	1167	732	12	False	False	7	0	4	74
13	[Mã MAHM12 hoàn 15% đơn 99K tối đa 50K xu] Áo Phao Nam 3 Lớp Khóa Mũ Thời Trang Nam Cao Cấp	Hà Nội	1606323899	1609771212	3447313	True	35%	False	20	False	4.81117	[376, 7, 3, 7, 20, 339]	None	None	17500000000	26900000000	17500000000	26900000000	17500000000	26900000000	None	1234	32782	376	False	False	9	0	730	790
14	Áo Khoác Nỉ Nam Chần Lông Thời Trang Nam Zero	Hà Nội	1598935222	1609771212	10835990	False	50%	False	12	True	4.95	[20, 0, 0, 0, 1, 19]	None	None	25000000000	50000000000	25000000000	50000000000	25000000000	50000000000	None	26	1418	20	False	False	8	0	17	47
15	Áo Khoác Chống Nắng Nam💖FREESHIP💖Áo Khoác Dù Nam Trượt Nước Cao Cấp-Thời Trang Nam-AKDM01	TP. Hồ Chí Minh	1535003264	1609771212	74767948	True	48%	False	10	False	5.0	[24, 0, 0, 0, 0, 24]	None	None	14900000000	14900000000	15000000000	28900000000	14900000000	14900000000	None	2845	1759	24	False	True	9	0	11	55
16	[ẢNH THẬT] Áo Blazer Nam Caro,Form Rộng, Áo Khoác Dài Tay Thời Trang Nam Phong Cách Hàn Quốc BZ09	Hà Nội	1608694236	1609771212	1076976	False	18%	False	8	False	5.0	[5, 0, 0, 0, 0, 5]	None	None	36900000000	45000000000	36900000000	45000000000	36900000000	45000000000	None	22	2202	5	False	False	9	1	5	5
17	Áo khoác có mũ 4 màu thời trang nam chất vải nỉ nhập khẩu cao cấp phom 40-75kg One shop	Hà Nội	1572965484	1609771212	36805728	True	45%	False	12	False	4.9310339999999995	[58, 0, 0, 0, 4, 54]	None	None	10900000000	15900000000	10900000000	19900000000	10900000000	15900000000	None	2160	594	58	False	True	9	0	11	99
18	Áo gió lót nỉ thời trang nam AG01 phom 40-75kg kynn shop	Hà Nội	1566616760	1609771212	43154452	True	33%	False	6	False	4.8604650000000005	[43, 0, 0, 2, 2, 39]	None	None	19900000000	29900000000	19900000000	29900000000	19900000000	29900000000	None	1932	930	43	True	False	8	0	13	84
19	Áo gió 2 lớp dày cản gió chống nước thời trang nam phom 40-80kg kynn shop	Hà Nội	1575046713	1609771212	34724499	True	47%	False	16	False	4.762332	[223, 4, 1, 8, 18, 192]	None	None	15700000000	29900000000	15700000000	29900000000	15700000000	29900000000	None	101	483	223	True	True	9	1	5	516
20	Áo Khoác Nỉ Nam Chần Lông  Phong Cách Hàn Quốc Thời Trang Nam VICERO	Hà Nội	1598935220	1609771212	10835992	False	46%	False	12	True	4.846154	[13, 0, 0, 0, 2, 11]	None	None	26900000000	50000000000	26900000000	50000000000	26900000000	50000000000	None	21	1144	13	False	False	9	0	9	25
21	Áo khoác nỉ có mũ Pandy. Áo khoác thể thao thời trang nam cao cấp	Hà Nội	1597821611	1609771212	11949601	False	50%	False	12	False	5.0	[12, 0, 0, 0, 0, 12]	None	None	9900000000	19800000000	9900000000	19800000000	9900000000	19800000000	None	7	468	12	False	False	6	0	9	35
22	Áo khoác thời trang nam áo khoác bomber áo khoác thường áo khoác  M-4xl	Nước ngoài	1606963561	1609771212	2807651	True	45%	False	24	False	4.6666669999999995	[3, 0, 0, 0, 1, 2]	None	None	20900000000	38000000000	20900000000	38000000000	20900000000	38000000000	None	1	96	3	False	False	9	0	4	5
23	[ hàng hot] Áo vest thời trang nam trẻ trung lịch lãm	Hà Nội	1574219836	1609771212	35551376	False	36%	False	20	False	4.6666669999999995	[18, 0, 0, 3, 0, 15]	None	None	15900000000	25000000000	15900000000	25000000000	15900000000	25000000000	None	49	295	18	False	True	5	0	2	64
24	Áo Len Cổ Tròn Dài Tay Thời Trang Nam	Nước ngoài	1574519313	1609771212	35251899	False	9%	False	16	False	4.75	[4, 0, 0, 0, 1, 3]	None	None	18130000000	20010000000	18130000000	20010000000	18130000000	20010000000	None	40	850	4	False	False	8	0	5	13
25	Áo Khoác Bò Jean / Denim Jacket Thời Trang Nam Basic phong cách Hàn Quốc-AB5	Hà Nội	1539011648	1609771212	70759564	False	None	False	5	False	4.882353	[17, 0, 0, 0, 2, 15]	None	None	26900000000	-1	26900000000	-1	26900000000	0	None	203	342	17	False	True	6	0	2	41
26	Áo gió lót nỉ  2 lớp thời trang nam cao cấp Phom 40-75kg One shop	Hà Nội	1571383859	1609771212	38387353	True	33%	False	6	False	5.0	[14, 0, 0, 0, 0, 14]	None	None	19900000000	29900000000	19900000000	29900000000	19900000000	29900000000	None	2156	463	14	False	False	8	0	7	39
27	Áo Khoác Phao Thời Trang Nam Quảng Châu	Quảng Ninh	1601908304	1609771212	7862908	False	None	False	49	False	4.6	[5, 0, 0, 1, 0, 4]	None	None	25000000000	-1	30000000000	-1	25000000000	0	None	6	707	5	False	False	6	0	4	6
28	Áo Khoác Dù Nam Hai Lớp Đẹp Ảnh Thật Cao Cấp Phối Màu Thời Trang Nam MINHANHSHOP	TP. Hồ Chí Minh	1565053775	1609771212	44717437	False	None	False	9	False	4.6666669999999995	[9, 0, 1, 0, 0, 8]	None	None	19000000000	-1	19000000000	-1	19000000000	0	None	38	44	9	False	True	4	0	0	29
29	Áo khoác chất liệu vải 3D thời trang nam One 58, phom 40-75kg	Hà Nội	1601548043	1609771212	8223169	True	37%	False	15	False	5.0	[3, 0, 0, 0, 0, 3]	None	None	21900000000	35000000000	21900000000	35000000000	21900000000	35000000000	None	0	52	3	False	False	9	0	0	8
30	Áo Phao Nam 3 Lớp Thời Trang Nam Hàn Quốc	Hà Nam	1604594815	1609771212	5176397	False	34%	False	4	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	19000000000	29000000000	19000000000	29000000000	19000000000	29000000000	None	4	337	1	False	False	5	0	10	14
31	Áo Hoodie Cổ Tròn Thời Trang Nam Size M-4XL	Nước ngoài	1577149583	1609771212	32621629	True	45%	False	24	False	4.6666669999999995	[6, 0, 0, 0, 2, 4]	None	None	17700000000	32200000000	17700000000	32200000000	17700000000	32200000000	None	8	103	6	False	False	9	0	3	17
32	Áo khoác da (GIÁ SHOCK) nam lót lông cao cấp lịch lãm - Thời trang nam SIIBE	TP. Hồ Chí Minh	1591258945	1609771212	18512267	False	50%	False	4	False	5.0	[2, 0, 0, 0, 0, 2]	None	None	29900000000	59800000000	29900000000	59800000000	29900000000	59800000000	None	384	25	2	False	True	6	0	1	2
33	Áo khoác dù 2 mặc ,áo khoác nam , áo khoác thời trang ,áo khoác dù , áo khoác giá rẻ ,áo thời trang nam   (logo EX )	TP. Hồ Chí Minh	1536046272	1609771212	73724940	True	49%	False	2	False	4.2	[5, 1, 0, 0, 0, 4]	None	None	9900000000	19600000000	9900000000	19600000000	9900000000	19600000000	None	6	21	5	False	False	2	0	0	22
34	Áo Khoác Bò Jean / Denim Jacket Thời Trang Nam Basic	Hà Nội	1537345834	1609771212	72425378	False	None	False	5	False	4.428571	[7, 0, 1, 0, 1, 5]	None	None	27500000000	-1	50000000000	-1	27500000000	0	None	306	41	7	False	True	4	0	0	21
35	the Avengers Marvel Outerwear Superhero Coat Jackets man male oversize loose Áo blazer Áo khoác Thời Trang Nam	Nước ngoài	1557297308	1609771212	52473904	False	16%	False	30	False	4.5	[6, 0, 0, 1, 1, 4]	None	None	25200000000	30000000000	25200000000	30000000000	25200000000	30000000000	None	12	34	6	False	False	9	0	0	7
36	Áo Phao Nam Logo BEST 3 Lớp Thời Trang Nam	Hà Nam	1575649790	1609771212	34121422	False	50%	False	27	False	4.857143	[7, 0, 0, 0, 1, 6]	None	None	15500000000	31000000000	15500000000	31000000000	15500000000	31000000000	None	4562	515	7	False	False	9	1	4	17
37	🏆Áo gió nam, áo khoác gió, thời trang nam	Hà Nội	1505753459	1609771212	104017753	False	14%	False	1	False	4.8	[5, 0, 0, 0, 1, 4]	None	None	30000000000	35000000000	30000000000	35000000000	30000000000	35000000000	None	6	0	6	False	True	2	0	0	10
38	Áo Khoác Nam❤FREESHIP ❤áo chống nắng Dù Xịn-Áo khoác Cao Cấp,Thời Trang Nam Phái Mạnh-AKD124	TP. Hồ Chí Minh	1586145488	1609771212	23625724	True	41%	False	13	False	5.0	[4, 0, 0, 0, 0, 4]	None	None	8900000000	8900000000	8900000000	15000000000	8900000000	8900000000	None	618	157	4	False	False	9	1	3	6
39	Áo Khoác Bóng Chày Phối Lông Thời Trang Nam	Nước ngoài	1600863536	1609771212	8907676	False	49%	False	8	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	50690000000	99410000000	50690000000	99410000000	50690000000	99410000000	None	5	28	0	False	False	9	0	0	0
40	Set Đồ Thể Thao Dài Tay Thời Trang Nam 2020	Nước ngoài	1608810434	1609771212	960778	False	None	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	17409800000	-1	34574900000	-1	17409800000	0	None	0	12	0	False	False	9	0	0	0
41	Áo Khoác Bóng Chày Thời Trang Nam 2020 40 Tuổi 50 60	Nước ngoài	1600932804	1609771212	8838408	False	None	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	50750000000	-1	50750000000	-1	50750000000	0	None	0	9	0	False	False	9	0	0	0
42	Áo Khoác Phao Phao Thời Trang Nam Cá Tính	Nước ngoài	1603785019	1609771212	5986193	False	11%	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	31280000000	35110000000	31280000000	35110000000	31280000000	35110000000	None	2	25	0	False	False	9	0	0	0
43	Áo gió  2 mặt cao cấp thời trang nam One3 phom 40-85kg, oneshop	Hà Nội	1575053539	1609771212	34717673	True	47%	False	16	False	4.7916669999999995	[24, 0, 1, 0, 2, 21]	None	None	15700000000	29900000000	15700000000	29900000000	15700000000	29900000000	None	2135	113	24	False	True	9	1	3	49
44	Áo Khoác Da Pu Thời Trang Nam Cá Tính	Nước ngoài	1606854074	1609771212	2917138	False	49%	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	26360000000	51970000000	35690000000	70620000000	26360000000	51970000000	None	0	3	0	False	False	9	0	0	0
45	Áo Hoodie Trơn Chống Lạnh Unisex Nam Nữ Chất Nỉ Dày Dặn Siêu Chất	TP. Hồ Chí Minh	1605775958	1609771212	3995254	False	22%	False	12	False	4.235294000000001	[17, 3, 0, 0, 1, 13]	None	None	9800000000	12500000000	9800000000	12500000000	9800000000	12500000000	None	48	4416	17	False	True	6	1	1700	1706
46	Áo khoác nam lông cừu Olzen xuất hàn	Bình Dương	1603276800	1609771212	6494412	True	None	False	48	False	4.95	[60, 0, 0, 1, 1, 58]	None	None	40000000000	-1	40000000000	-1	40000000000	0	None	269	20608	60	False	False	9	1	101	151
47	Áo Hoodie Nam Nữ phong cách Harajuku cá tính chất nỉ trần bông SG786	TP. Hồ Chí Minh	1604041720	1609771212	5729492	True	47%	False	10	False	4.607539	[451, 20, 7, 18, 40, 366]	None	None	5900000000	10900000000	6900000000	13000000000	5900000000	10900000000	None	720	83419	451	False	False	9	1	1044	1298
48	Áo Hoodie Trơn Tránh Nắng Unisex Nam Nữ Chất Nỉ Dày Dặn Có Dây Kéo Siêu Chất	TP. Hồ Chí Minh	1605775559	1609771212	3995653	False	25%	False	6	False	4.111111	[18, 3, 0, 2, 0, 13]	None	None	9800000000	13000000000	9800000000	13000000000	9800000000	13000000000	None	40	3870	18	False	True	8	1	1376	1382
49	Áo khoác gió nam Muji Xuất Nhật 2 lớp Xưởng Hipp, có mũ tháo dời, chất vải dù nhập chống nước - 2KGM	Hà Nội	1597930006	1609771212	11841206	False	22%	False	20	False	4.820988	[162, 0, 4, 4, 9, 145]	None	None	14900000000	19000000000	14900000000	19000000000	14900000000	19000000000	None	2876	4895	162	False	False	9	0	90	2509
50	Áo Hoodie Form Rộng 12 Màu Thời Trang Cho Nam	Nước ngoài	1606374906	1609771212	3396306	False	50%	False	48	False	5.0	[5, 0, 0, 0, 0, 5]	None	None	18596200000	37192300000	18596200000	37192300000	18596200000	37192300000	None	21	2727	5	False	False	9	1	11	15
51	Áo khoác nam GOKING, vải da cá dày chống nắng hiệu quả. Áo khoác thu đông 100% cotton thoáng mát, thấm hút mồ hôi	TP. Hồ Chí Minh	1570084997	1609771212	39686215	True	None	False	42	False	5.0	[10, 0, 0, 0, 0, 10]	None	None	29000000000	-1	35000000000	-1	29000000000	0	None	15	116	10	False	True	8	1	2	21
52	[ Mua Áo Tặng Quần ] Áo Vest nam Hàn Quốc Edana Menswear cao cấp không nhăn , không xù cho người 45 - 78 kg	Hà Nội	1603788552	1609771212	5982660	True	27%	False	20	False	4.977778	[45, 0, 0, 0, 1, 44]	None	None	55000000000	75000000000	55000000000	75000000000	55000000000	75000000000	None	88	7620	45	False	False	9	1	64	88
53	[ Ảnh Thật ] ÁO HOODIE UNISEX Nam Nữ BASIC CAO CẤP	Hà Nội	1602326354	1609771212	7444858	True	14%	False	32	False	4.437374	[990, 61, 25, 67, 104, 733]	None	None	6900000000	8000000000	6900000000	8000000000	6900000000	8000000000	None	658	103362	990	False	False	9	0	2769	3335
54	[Mã MAHM12 hoàn 15% đơn 99K tối đa 50K xu] Áo Phao Nam 3 Lớp Khóa Mũ Thời Trang Nam Cao Cấp	Hà Nội	1606323899	1609771212	3447313	True	35%	False	20	False	4.81117	[376, 7, 3, 7, 20, 339]	None	None	17500000000	26900000000	17500000000	26900000000	17500000000	26900000000	None	1234	32782	376	False	False	9	0	730	790
55	Áo gió Adidas nam siêu nhẹ - Áo khoác gió mùa đông thời trang nam	Hà Nội	1600482774	1609771212	9288438	True	None	False	12	False	4.181818	[11, 1, 0, 2, 1, 7]	None	None	20000000000	-1	20000000000	-1	20000000000	0	None	34	1577	11	False	False	5	0	3	33
56	Bộ áo khoác ngoài dài tay + quần dài thời trang nam size M-4XL #D10	Nước ngoài	1577088002	1609771212	32683210	True	31%	False	30	False	4.36	[25, 0, 2, 2, 6, 15]	None	None	25000000000	36200000000	25000000000	36200000000	25000000000	36200000000	None	36	142	25	False	False	9	0	1	62
57	Áo Khoác IELGY Thời Trang Nam Màu Trắng Đơn Giản	Nước ngoài	1557022114	1609771212	52749098	False	45%	False	10	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	17141600000	31166700000	17141600000	31166700000	17141600000	31166700000	None	4	84	1	False	False	6	0	3	5
58	Áo khoác dáng dài thời trang nam cao cấp	Hải Phòng	1599572924	1609771212	10198288	True	20%	False	10	False	5.0	[11, 0, 0, 0, 0, 11]	None	None	59900000000	75000000000	59900000000	75000000000	59900000000	75000000000	None	17	357	11	True	True	8	0	1	109
59	Áo khoác thời trang nam Bossini 511504040	TP. Hồ Chí Minh	1599190015	1609771212	10581197	False	50%	False	12	True	5.0	[1, 0, 0, 0, 0, 1]	None	None	49900000000	99000000000	49900000000	99000000000	49900000000	99000000000	None	0	79	1	False	False	9	0	1	1
60	Áo khoác kaki nam thiết kế giả vest cao cấp thời trang nam Liyor - PAKK3016	TP. Hồ Chí Minh	1565984829	1609771212	43786383	True	50%	False	9	False	4.84375	[32, 0, 0, 0, 5, 27]	None	None	20000000000	40000000000	20000000000	40000000000	20000000000	40000000000	None	7041	119	32	True	True	5	1	1	73
61	Áo Khoác Bò Jean / Denim Jacket Thời Trang Nam Basic	Hà Nội	1536934526	1609771212	72836686	False	30%	False	4	False	4.533333	[30, 2, 0, 1, 4, 23]	None	None	31500000000	45000000000	31500000000	45000000000	31500000000	45000000000	None	2289	179	30	False	True	4	0	2	72
62	Áo Khoác Dù Jacket Cao Cấp Thời Trang Nam Hàn quốc chống nước.	TP. Hồ Chí Minh	1511526704	1609771212	98244508	False	50%	False	16	False	4.741935	[93, 1, 2, 5, 4, 81]	None	None	14000000000	28000000000	14000000000	28000000000	14000000000	28000000000	None	140	53	93	False	True	6	1	0	213
63	Áo khoác phao đại hàn thời trang nam siêu dày ấm cao cấp APHA03-1827	Hải Phòng	1604079630	1609771212	5691582	True	22%	False	5	False	5.0	[4, 0, 0, 0, 0, 4]	None	None	54900000000	70000000000	54900000000	70000000000	54900000000	70000000000	None	15	991	4	True	False	9	0	1	62
64	Áo khoác nam (GIÁ SHOCK) kaki cao cấp kiểu vest trơn lịch lãm sang trọng - Thời trang nam SIIBE	TP. Hồ Chí Minh	1591259656	1609771212	18511556	False	50%	False	9	False	5.0	[2, 0, 0, 0, 0, 2]	None	None	19900000000	39800000000	19900000000	39800000000	19900000000	39800000000	None	766	72	2	False	True	5	0	1	4
65	[XẢ KHO GIÁ SỐC] _ Áo gió mặc hai mặt cao cấp thời trang nam, Mã A01	Hà Nội	1576581038	1609771212	33190174	True	None	False	16	False	5.0	[5, 0, 0, 0, 0, 5]	None	None	29900000000	-1	29900000000	-1	29900000000	0	None	1409	41	5	False	False	8	0	1	18
66	ÁO KHOÁC DÙ THỜI TRANG NAM ĐẸP HOT	TP. Hồ Chí Minh	1557194433	1609771212	52576779	True	47%	False	1	False	5.0	[9, 0, 0, 0, 0, 9]	None	None	7900000000	14900000000	7900000000	14900000000	7900000000	14900000000	None	19	115	9	False	True	1	0	0	35
67	Áo Khoác Chống Thấm Nước Thoáng Khí Thời Trang Nam	Nước ngoài	1600834119	1609771212	8937093	False	31%	False	18	False	4.3	[10, 1, 0, 1, 1, 7]	None	None	36570000000	53000000000	36570000000	53000000000	36570000000	53000000000	None	7	101	10	False	False	9	0	0	17
68	Áo khoác (HỖ TRỢ ĐỔI SIZE) dù UNISEX thiết kế 2 túi đẹp in hình đơn giản - Thời trang nam SIIBE	TP. Hồ Chí Minh	1596099352	1609771212	13671860	False	50%	False	4	False	5.0	[8, 0, 0, 0, 0, 8]	None	None	13900000000	27800000000	13900000000	27800000000	13900000000	27800000000	None	752	72	8	False	False	4	0	0	10
69	Thời trang nam - order TaoBao	Hà Nội	1571999172	1609771212	37772040	False	None	False	10	False	5.0	[11, 0, 0, 0, 0, 11]	None	None	25000000000	-1	105000000000	-1	25000000000	0	None	4	312	11	False	False	4	0	0	64
70	Áo Cưới Phong Cách Trung Hoa Thời Trang Nam	Nước ngoài	1572360345	1609771212	37410867	False	None	False	16	False	5.0	[6, 0, 0, 0, 0, 6]	None	None	29360000000	-1	29360000000	-1	29360000000	0	None	1	48	6	False	False	9	0	0	10
71	áo khoác bóng chày thời trang nam retro	Nước ngoài	1565871854	1609771212	43899358	False	None	False	8	False	5.0	[1, 0, 0, 0, 0, 1]	None	None	28310000000	-1	28310000000	-1	28310000000	0	None	2	16	1	False	False	6	0	0	1
72	Áo khoác thời trang nam màu Camo phong cách quân đội	Nước ngoài	1545807255	1609771212	63963957	False	30%	False	0	False	4.75	[4, 0, 0, 0, 1, 3]	None	None	18012800000	25732600000	18012800000	25732600000	18012800000	25732600000	None	20	64	4	False	True	6	0	0	7
73	Áo Chống Nắng CN11 Thời Trang Nam Cao Cấp Chống UV	Hà Nội	1559796138	1609771212	49975074	True	46%	False	12	False	4.352941	[17, 2, 0, 1, 1, 13]	None	None	9900000000	18500000000	9900000000	18500000000	9900000000	18500000000	None	3461	9	17	False	True	9	1	0	34
74	Áo Chống Nắng Kaki Thời Trang Nam Cao Cấp 2019, Chất Vải Dày - Mềm - Mát - Hàng VNXK	Hà Nội	1559919127	1609771212	49852085	False	None	False	8	False	4.8125	[16, 0, 0, 1, 1, 14]	None	None	9900000000	-1	9900000000	-1	9900000000	0	None	4442	72	16	False	True	7	0	0	49
75	[Kapo Shop] Áo Khoác Jean Nam Xanh Sáng, Thời Trang Nam Cao Cấp Hàng Đẹp Co Giãn Không Ra Màu	TP. Hồ Chí Minh	1570698284	1609771212	39072928	False	None	False	3	False	4.0	[1, 0, 0, 0, 1, 0]	None	None	31500000000	-1	31500000000	-1	31500000000	0	None	1	192	1	False	False	3	0	0	2
76	Áo khoác blazer hoa thời trang nam lịch lãm	Nước ngoài	1588244477	1609771212	21526735	False	1%	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	57510000000	58120000000	57510000000	58120000000	57510000000	58120000000	None	1	20	0	False	False	8	0	0	0
77	Áo Khoác Bóng Chày Thời Trang Nam Cá Tính	Nước ngoài	1604501765	1609771212	5269447	False	50%	False	24	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	27120000000	53970000000	27120000000	53970000000	27120000000	53970000000	None	1	46	0	False	False	9	0	0	0
78	Áo khoác nỉ nón thời trang nam 2020	TP. Hồ Chí Minh	1599479954	1609771212	10291258	False	None	False	12	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	29900000000	-1	29900000000	-1	29900000000	0	None	42	52	0	False	False	5	0	0	0
79	áo khoác thời trang nam khoá kéo dễ phối đồ Aj MA	Hà Nội	1608286146	1609771212	1485066	False	20%	False	4	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	142400000000	178000000000	142400000000	178000000000	142400000000	178000000000	None	0	9	0	False	False	9	0	0	0
80	áo khoác thời trang nam màu đen	Nước ngoài	1572050813	1609771212	37720399	False	38%	False	45	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	54550000000	88560000000	54550000000	88560000000	54550000000	88560000000	None	1	1	0	False	True	7	0	0	0
81	Áo Hoodies Có Nón Dài Tay In Hình 3d Thời Trang Nam	Nước ngoài	1603091206	1609771212	6680006	False	32%	False	49	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	20770000000	30710000000	20770000000	30710000000	20770000000	30710000000	None	1	2	0	False	False	3	0	0	0
82	Thời Trang Nam, áo khoác túi hộp sọc caro, RL1464 - XÁM	TP. Hồ Chí Minh	1576141332	1609771212	33629880	False	None	False	1	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	36000000000	-1	36000000000	-1	36000000000	0	None	2	17	0	False	False	3	0	0	0
83	Áo Khoác Dù Nam Cao Câp,Thời Trang Nam	TP. Hồ Chí Minh	1535009092	1609771212	74762120	True	40%	False	0	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	18540000000	30900000000	18540000000	30900000000	18540000000	30900000000	None	569	46	0	False	True	8	0	0	1
84	Áo Khoác Jean Thời Trang Nam	Nước ngoài	1586854092	1609771212	22917120	False	None	False	5	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	77560000000	-1	77560000000	-1	77560000000	0	None	0	1	0	False	False	9	0	0	0
85	Áo Sweater Thời Trang Nam Trẻ Trung Cá Tính	Nước ngoài	1609227025	1609771212	544187	False	40%	False	15	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	14900000000	24800000000	14900000000	24800000000	14900000000	24800000000	None	0	38	0	False	False	9	0	0	0
86	(F268)Áo khoác nam khóa kéo có túi vuông hai bên họa tiết chữ năng động thời trang nam phong cách trẻ trung	Quảng Ninh	1606105484	1609771212	3665728	False	50%	False	10	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	52900000000	105800000000	52900000000	105800000000	52900000000	105800000000	None	0	9	0	False	False	2	0	0	0
87	Set Đồ 2 Món Thời Trang Nam Năng Động	Nước ngoài	1597230517	1609771212	12540695	False	41%	False	18	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	34440000000	58170000000	34440000000	58170000000	34440000000	58170000000	None	0	1	0	False	False	9	0	0	0
88	Áo Khoác Jean Thời Trang Nam	Nước ngoài	1598756804	1609771212	11014408	False	50%	False	6	False	0.0	[0, 0, 0, 0, 0, 0]	None	None	27890000000	55490000000	27890000000	55490000000	27890000000	55490000000	None	0	2	0	False	False	9	0	0	0
